,Review Number,Reviewer Rating,Review,Result,Rating Result,Label
1388,1389,1,코엑스 메가박스 부띠끄에서 6만원 주고... 잤다...,부정,부정,0
1389,1390,1,내 돈 주고 보면 후회할 뻔 했습니다,부정,부정,0
1390,1391,2,하...고양이 좋아해서 기대하고 봤는데솔직한 평을 듣고 싶음...들으세요 두시간동안 쉬지 않고 노래가 나오고 어떤 내용이지?이해가 안간다고 같이 간 사람들도 이해 안간다하고 테일러는 쩡말 쪼금 나오고 흥미도 모르겟네...,부정,부정,0
1391,1392,1,졸다 꿈꿨는데 꿈이 더 재밌음,부정,부정,0
1392,1393,1,영화보다 여기댓글이 더 재밋네,부정,부정,0
1393,1394,1,진짜 0점주고 싶음.. 남자친구랑 번갈아가면서 졸다가 서로 깨워줌.... 잠깨려고 억지로 리듬 탐..,부정,부정,0
1394,1395,2,잘 모르겟어요 재밋는지 없는지,부정,부정,0
1395,1396,4,별점테러보고 어휴 이 영알못들... 이 명작을 테러하다니 하고 못믿고 보러갔다가 나도 별점테러하러옴... 이 뮤지컬은 영화화하지 말았어야했다,긍정,부정,1
1396,1397,1,그냥 길고양이 2시간 동안 관찰하는게 더 즐거웠을거 같네요.여러분 크리스마스랑 연말 분위기에 취해 이 영화 선택하는 바보같은 짓 하지 마세요.,부정,부정,0
1397,1398,1,멀미나요 진짜어지러움 화면이 너무너무 멀미나요,부정,부정,0
1398,1399,4,젤리클 된다는건 결국 죽는다는 뜻 아님? 기구 타고 날아가면 죽지않음? ㅠㅠ,긍정,부정,1
1399,1400,10,메모리 노래 완전 좋아요악평이 많았는데 생각했던것보다는 재밌습니다,긍정,긍정,0
1400,1401,1,"32년 인생에 있어 최악의 영화입니다. 댓글 남기는 성격이 아닌데 너무 화가나 남깁니다. 춤과 노래 두가지 모두 놀랄만큼 멋졌지만, 스토리가 너무나 부족하고 줄거리의 개연성이 떨어집니다. '그래서 뭐? 어쩌라...",부정,부정,0
1401,1402,1,한마디면 족하다 올해 최악의 영화,부정,부정,0
1402,1403,2,이쁜포장지에 싼 똥을  크리스마스 선물로 받은 기분이다,부정,부정,0
1403,1404,1,누가 공짜로 보여줘도 보지마세요인생최고의 노잼영화입니다10점주는사람들진짜 다 알바에요사람들 영화중간에 많이나가고끝나고 여기저기서 탄식하는소리 많이들었습니다저는 뮤지컬영화을 좋아하는데도 핵노잼이였습니다.,부정,부정,0
1404,1405,2,기대이하입니다  뮤지컬로 본 캣츠 기대하믄 실망합니다,부정,부정,0
1405,1406,6,뮤지컬은 못봤고 영화로 봤는데 도대체 말하고자하는 바가 뭔지??? 고양이 소개하다 뜬금없이 메모리 나오고 악당은 대체 뭐하는 캐릭터며 그냥 스토리는 없고 춤이랑 노래만 있는 영화인듯,부정,부정,0
1406,1407,1,보다가 졸다가 참다 못해 자리를 박차고 나왔습니다.스토리 흐름 없이 너무 OST로만 이어지는 흐름이며.. 그냥 재미가 없습니다.,부정,부정,0
1407,1408,4,지루함스토리 엉성노래만 나열,부정,부정,0
1408,1409,2,원작 뮤지컬에 누를 끼침....,부정,부정,0
1409,1410,1,차라리 백두산이 더 나음,부정,부정,0
1410,1411,2,왜이리 이해가 않되누 흑흑,부정,부정,0
1411,1412,1,와... 마지막에 고양이 산채로 하늘나라로 보냄 ㄷㄷ,긍정,부정,1
1412,1413,1,정말 기대하고가서 봤는데 내 생애 최악의 영화가 될줄이야.... 크리스마스 이브를 망쳐놨어요 부모님께 죄송해서 얼굴을 들수가없었어요 제발 노래 좀 그만하라고 욕이 절로.. 끝날듯 끝나지않는 노래에 계속 기지개펴고 하...,부정,부정,0
1413,1414,1,진심 핵노잼 무슨 내용인지도 모르겠고 돈 진짜 아까워요 보지 마세요 차라리 백두산을 보세요,부정,부정,0
1414,1415,1,"높은 평은 진심 다 알바고요, 이 감독이 편집 작업을 월드프레미어 전날까지 했다고 하네요. 그리고 심지어 다시 ‘리파인’된 버전을 최근에 미국 내 뿌렸답니다... 저는 왠만한 영화면 조용히 보는데 이 영화는 너무 심...",부정,부정,0
1415,1416,1,영화 보는 내내 잠만 잠혹시 영화 볼까말까 고민한다면 차라리 겨울왕국2 한번 더 보셈. 그게 더 합리적인 소비임,부정,부정,0
1416,1417,2,이래도 뮤지컬을 영화화 할래?,부정,부정,0
1417,1418,6,솔직히 생각했던것보단 감동도 적고 별로였네요~애들이랑같이봤는데 좀 지겨워했고전 나름 그래도 뮤지컬을 좋아해서..,부정,부정,0
1418,1419,2,최악중에 최악이다. 영화보는 내내 자는사람 없나 나가는 사람 없나 두리번거리다가 보다가 영화를 중간에 박차고 나온적은 정말 처음이다... 중간까지도 억지로 보다가 시작부터도 언제끝나나 싶었음 정말 평점 알바들에 낚여...,부정,부정,0
1419,1420,1,미국에 살면서 훨씬먼저 보고 이 대참사를 막고싶은 마음뿐이었다... CG는 어설퍼서 고양이 목걸이가 따로놀고 골드미스같은 캐릭터는 푼수때기가 되어있고 존경받는 신사캐릭터는 돼지가되어 쳐먹기만 했다. 안무는 설명할 수...,부정,부정,0
1420,1421,1,네이버 알바들 진짜 너무한다 너무해.. 메모리 좋은 건 인정하는데 그거 하나 때문에 영화를 보러 가는 게 아니잖아요,부정,부정,0
1421,1422,1,영화보면서 잠든건 처음이었음!!ㅠㅠ,부정,부정,0
1422,1423,6,산만하고 지루해서 간혹 졸았어요.주변에 눈물 흘리시는분들은 좀 계셨어요.마지막은 재미있었어요,부정,부정,0
1423,1424,6,호러소설의 대가인 스티븐 킹도 무서웠던 영화.,긍정,부정,1
1424,1425,2,"극장에서 잤던 유일한 영화가 트랜스포머 4였었는데,하나더 추가. 뮤지컬 원작을 안봐서 기대감도 내용도전혀 모르는 사람이 집중이 되게끔 만들지도 못했고그냥 잠이왔음. 영상은 훌륭한듯... 근데 잠왔음..뮤지컬 원작이 ...",부정,부정,0
1425,1426,1,흠 잠이 왔는데 끝까지 참은 나의 인내력에 박수를 보낸다. 기대가 컸나보다. 영화는 아니네,부정,부정,0
1426,1427,1,"그냥 원래 캣츠를 보세요. 오랜 된 것이고 화면도 좋지 않지만 감동이나 전율이 있었는데, 이 영화는 정말 꽝입니다.아이들과 같이 갔다가 뮤지컬 협오증이 생길 것 같아요.",부정,부정,0
1427,1428,1,좀 징그럽고..지루하고...역시나 서사도 없고차라리 유ㅤㅌㅠㅂ에서 공연실황 영상을 보는게...,부정,부정,0
1428,1429,1,당신의 돈은 소중합니다 알바생들에게 낚이지 마세요 제발,부정,부정,0
1429,1430,10,시간가는줄 모르고 봤습니다,긍정,긍정,0
1430,1431,9,진짜 기대하고 본 영환데 노래가 죽여죠요!!,긍정,긍정,0
1431,1432,1,노래는 명곡이지 근데 영화로 만들거면 영화를 만들어야지... 대체 왜 cg 떡칠한 고양이들이 빵딩이 흔드는걸 봐야하누...,긍정,부정,1
1432,1433,1,이거 만든 이유가 뭐에요?,부정,부정,0
1433,1434,6,제가 기대했던것보다는 못 미치는듯합니당ㅠㅠ그래도 음악 들으러가기엔 좋네요,부정,부정,0
1434,1435,6,솔직히 기대보다  별로였어요 ㅠㅠ,부정,부정,0
1435,1436,1,뮤지컬의 전설이 어쩌다 총체적 재난물이 되었는가 ㅜㅜ시간을 돌려서 영화표를 사는 내 자신에게 아구창을 날리고 싶다,부정,부정,0
1436,1437,1,뮤지컬 못본 아쉬움에  딸아이와 남편에게  권해서 보고왔습니다 하루종일 구박받고 있어요ㅠ 새해부터 뭐하다며 ~,부정,부정,0
1437,1438,1,최악의 크리스마스 이브였다.. 조금만 찾아보고 갈걸 엄청나게 후회중.. 내 구천원 돌려줘..,부정,부정,0
1439,1440,1,재미가 없어요 하나도 없어요,부정,부정,0
1441,1442,2,캣츠는 뮤지컬로 보세요,긍정,부정,1
1442,1443,2,무지컬이지 영화가 아님 쟝르가 다름,긍정,부정,1
1443,1444,1,도대체 이 명작 뮤지컬내용을 어떻게 연출해야 이렇게 나오는건가,부정,부정,0
1444,1445,1,"불쾌한골짜기 이런건 잘못느꼈는데, 영상도좋고 음악도좋고 배우들 춤도 좋은것같음. 영화가 존나재미없어서 중간중간 계속졸아서 솔직히 기억은 잘 안남 .",부정,부정,0
1445,1446,1,레미제라블 맘맘미아를 기대했지만.... 기억에 남지 않을 영화로....,부정,부정,0
1446,1447,1,캣츠 뮤지컬제작진과 협의안한 흔적남긴 희대의 망작,부정,부정,0
1447,1448,1,이 영화는 원작을 모독합니다,부정,부정,0
1448,1449,1,장르가 스릴러인가? 고양이가 징그러워..,부정,부정,0
1449,1450,1,뮤지컬 캣츠를 좋아하지만 이건 아니다,부정,부정,0
1450,1451,2,로튼 지수 현재 20%라서 2점 주고 간다,부정,부정,0
1451,1452,4,그나마 춤빼곤 볼꺼없음..기대했던 메모리도 감정선에 치우쳐서 제대로 부르지 못 함. 울먹이면서 3번부름잘못된 의인화캣츠아니고 몽키스.,부정,부정,0
1452,1453,1,...  진짜 ost 밖에 없음 너무 지루해서 초반에 잤어요,부정,부정,0
1453,1454,1,굳이 돈 내고 불편하게 자고 싶으면 보세요...,부정,부정,0
1454,1455,1,뮤지컬은 못봤고 영화만 봤습니다. 비슷한 영화(뮤지컬을 영화로 만든 영화라던지..뮤지컬 처럼 만든 영화라던지..) 중에서는 정말 점수를 주기 힘든 영화였던 것 같습니다. 영화 시작부터 끝까지 모든 대사가 다 노래였는...,부정,부정,0
1456,1457,2,고양이 출연자 소개 영화,부정,부정,0
1457,1458,2,눈감고 노래만 들으면 걸작인 영화,긍정,부정,1
1458,1459,1,네이버 평점 웬만하면 귀찮아서 안남기는데 이건 남겨야겠습니다 애초에 뮤지컬을 좋아하고 캣츠 뮤지컬을보고 감동받은 기억이 너무 커 예고편이 떴을때부터 손꼽아 기다렸는데 뮤지컬의 감동은 3분의1도 못가져온것 같습니다 그...,부정,부정,0
1459,1460,1,바퀴벌레 먹는 기분의 영화다,긍정,부정,1
1460,1461,1,하...이걸 못피했네...,부정,부정,0
1461,1462,1,와 진짜 원스어폰어타임 할리우드 이후로 개 노잼 영화,부정,부정,0
1462,1463,1,1점도 아까운영화내생애 본 영화중에 가장재미없습니다. (재미=교양수준 성립안하는영화),부정,부정,0
1463,1464,1,"내 뮤지컬, 뮤지컬영화 다 매니아인데도 ㅈ노잼이었음냥복동 얘기가 괜히 나온게 아니다....",부정,부정,0
1465,1466,1,1점 영화 쉽지않은데 그걸 이 시나리오로 달성하네,부정,부정,0
1466,1467,1,미스터 미스토펠리스 기대했었음..,긍정,부정,1
1467,1468,1,보다 잠든 최초의 영화,부정,부정,0
1468,1469,1,이게 대체 뭘까....?,부정,부정,0
1469,1470,1,캣츠 뮤지컬의 장점을 전혀 살리지 못한 영화... CG와 편곡을 그렇게나 남발했어야 했나? CG그렇게 쓸거면 제니퍼 허드슨 콧물이나 좀 지워주지.,부정,부정,0
1470,1471,1,"고양이가 연출, 감독한 듯한 영화입니다. 재미도없고 감동도없고 이렇게 스토리 없는 영화는 내인생 처음^^",부정,부정,0
1471,1472,1,등장인물에 대한 내용도 없고 영화 전체적인 내용 또한 없다. 이 영화 속에 출연한 배우들의 연기력이 아깝고 목소리가 아깝다. 하지만 무엇보다도 가장 아까운 것은 영화관에서 티켓 구매를 위해 바친 9000원이다.,부정,부정,0
1472,1473,1,재미없어요 스포입니다,부정,부정,0
1473,1474,1,진짜 ㄱㅆㄹㄱ 처음으로 영화 보다가 나왔다,긍정,부정,1
1474,1475,1,"영화보다가 잔전없는데..  캣츠가 기록을 깨다..  나 지루해도 왠만하면 끝까지보는데..  스토리 별로인건 그렇다쳐도 왜이렇게 노래를 못부르는건데..?? 그제쳐진 예전흑인여배우캣츠, 늙은 남자 캣츠등등  노래 진짜 ...",부정,부정,0
1475,1476,1,보다가 나옴.그만큼 재미도 없고 그다지 감동도..ㅎ그래도 뒤엔 재밌겠지~하다가 재미없어서 나옴 영화장면중에 바퀴벌레 먹는장면 진짜 징그러워서 왠만하면 보겠는데 눈가리고 귀막음,부정,부정,0
1476,1477,1,"헐리웃의 천문학적인 자본력과 인프라, 캐스팅으로 이런 희대의 졸작을 만들 수 있다는 사실이 놀랍다. 요 근래에 본 영화중에 가장 쓰레기.",부정,부정,0
1477,1478,1,진짜 며칠전에 본 영화인데 이렇게 노잼인 영화는 처음이라 진짜 처음으로 감상평 남기러 왔음 시간 가는줄 알고 봤다는 댓글들 그냥 드립인줄 알았는데 드립이 아니더라 ㄹㅇ 1분 1초가 어떻게 지나가는지 생생하게 느껴졌음...,부정,부정,0
1478,1479,2,자장가 잘 듣고 왔습니다,부정,부정,0
1479,1480,1,냥복동..불닭 복동면..,부정,부정,0
1480,1481,1,...오 마이갓..이 영화는 도대체 무엇이란 말인가...,부정,부정,0
1481,1482,1,캣츠 한번 더  보느니 차라리 신비아파트 보겠네,부정,부정,0
1482,1483,1,냥복동 등장 후회됩니다.,부정,부정,0
1483,1484,3,레미제라블을 재밌게 봐서 그런가배신감 개오지네 톰 후퍼 ㅋㅋ,긍정,부정,1
1484,1485,5,기대하고 봤는데 그냥 그랬어요ㅜ,부정,부정,0
1486,1487,1,별 하나도 아까움보다가 잠들었음,부정,부정,0
1487,1488,1,아무리 재미없어도 영화보다가 나가진 않는데 이 영화를 보다가 나가게 될 줄이야 ㅎㅎ 밖에서 편안한 의자와 잠자리가 필요하신 부자분들은 이 영화 추천 !! ^^,부정,부정,0
1488,1489,1,나만 졸린줄... 같이 보러간 남친도 졸았다는 슬픈 이야기,부정,부정,0
1489,1490,1,1점도 아깝다. 해도 너무해서 굳이 로그인해서 평점 남기러 옴. 살면서 본 영화 중 단연 “최악.” 주변 사람들한테 어느 명절 날 채널 돌리면서 우연히 나와더라도 망설이지 말고 보지 말라고 했다.,부정,부정,0
1490,1491,2,스토리도 부진하고..안무가 훌륭하지도 음악성이 뛰어나지도 않았다. 함께한 남편과 아이들에게 미안했다.,부정,부정,0
1491,1492,1,우와 ~ 이걸 볼 바에 케빈을 보지 … 썅썅 ! 처음부터 끝까지 노래가 좔좔 흐르다니..재미 하나도 없다,긍정,부정,1
1492,1493,2,"어릴 때 캣츠 뮤지컬 영상을 본 적 있는데, 재미있어서 눈을 못뗐던 기억이 납니다.  뮤지컬 보고 기대하신 분들은 그냥 뮤지컬로만 보는게 나을 듯합니다. 저도 이제 캣츠는 뮤지컬로만 볼래요..",긍정,부정,1
1493,1494,4,영화보다가 잠든거 처음겪어봄,부정,부정,0
1494,1495,3,피곤한 일상에 지친 현대인들은 캣츠 꼭 보세요.개꿀잠 자고 나오니 피로가 다 풀림:),부정,부정,0
1495,1496,2,영화평 안남기는데 대실망이라 남깁니다남편이랑  6개월만에 영화관 갔는데  대실망했네여너무 늘어지고 졸려서 진짜 잠들었네요데이트망침 ㅜㅜ,부정,부정,0
1496,1497,4,영화는 연극의 영역을 침범치 말라.,긍정,부정,1
1497,1498,2,처음으로 영화보다 푹잤다,긍정,부정,1
1498,1499,4,최고급 한우로 제육볶음을 만들었네,부정,부정,0
1499,1500,4,이걸 이리만드냐..웃음이 나오네,부정,부정,0
1500,1501,4,신곡 욕심때문에 명곡 memory의 감동을 못살림.제니퍼허드슨 개인사가 있는데도 가사를 그렇게 밖에 못살리나하는 개인적인 느낌. 설마 엘렌페이지?,긍정,부정,1
1501,1502,1,인생 최악의 영화...,부정,부정,0
1503,1504,1,노래는 좋았다 ㅇㅈ.. 근데 영화관 스크린에서 절대 뮤지컬처럼 배우들의 입체감있는 연기와 사운드를 들을 수 없음 그냥 화면에서 노래가 나오는데 100분동안 고통스러워,긍정,부정,1
1504,1505,2,크리스마스때... 제가 친구한테 보자고 해서 봤는데.. 같이 보면서 친구한테 너무 미안해서 눈치봤어요 너무 재미없었거든요 고양이들 소개하고 ... 메모리가 제일 인상깊었네요.... 그냥 메모리 들을려고 영화 본 느낌...,부정,부정,0
1505,1506,1,"진짜,,,, 진짜 최악의 영화예요 ㅈㄴ짜 어이가없네요",부정,부정,0
1506,1507,2,고딩시절 음악선생님께서 틀어주신 캣츠 뮤지컬을 본 기억이 있어 회상도 할겸 영화 캣츠를 보고 왔는데 정말 고딩시절로 돌아갔었습니다. 내내 쳐 잤던 음악시간 시절로여.,긍정,부정,1
1507,1508,1,영화관이 내방 침대가 될 수 있도록 도와주는 좋은 영화입니다.,긍정,부정,1
1508,1509,1,별로라고 해서 안보려고 했는데... 한국에서 오리지널 팀이 오면 꼭 가봐서.. 볼때마다 재미 있었지만. 이번 영화는 배우들이 너무 달라도 다르고... 70%보다가 짜증나서 중간에 나온영화는 태어나서 처음~~ ㅜㅜ 돈...,부정,부정,0
1509,1510,2,보다나왔습니다..ㅇㄴㅋ형ㄴㅇ소ㅗ,부정,부정,0
1510,1511,1,감독이 내한 온 이유가 있었다...눈물의 똥꼬쇼더라,부정,부정,0
1511,1512,1,"이야기도 없고, CG도 하다 말았고 ㅠㅠ 영 별로네요",부정,부정,0
1512,1513,1,톰 후퍼 협박당했나 진지하게 의심했다 이드리스 엘바한테 왜 그랬는지 모르겠다 제발 옷 안 벗길 속으로 빌었는데 결국 벗어던지는 순간에 눈 피했다 감상포인트 OST라고 한 건 이 영화를 통해 곡 자체가 정말 좋다는 걸...,부정,부정,0
1513,1514,1,페이스북 같은데 홍보 많이하더니 재미는 개뿔 솔크여서 슬펐는데 영화보고 눈물 쏙들어가고 빡쳤습니다. 돈버립니다. 영화페이지에 홍보한거 물거품,부정,부정,0
1514,1515,1,"혐오스러운 장면,없는거나 마찬가지인 스토리,음량미비(노래는 좋다만 소리가 작고 반복되는 느낌),웅장미제로,지루 그자체함....등영화는진짜아니었네요...중간에 극장인원중 3/1은 나가버린듯...내 크리스마스....",부정,부정,0
1515,1516,2,통신사 예매권으로 봤는데 내 돈 안썼는데도 돈 아깝더군 나 참.... ㅡㅡ 시끄러운건 둘째치고 레미제라블감독이 맡은거 맞나?? 싶었네요 이건 뭐.... 징그럽고 무서운거보다 그냥 줄거리도 뒤죽박죽에 노래 듣는 것도 ...,부정,부정,0
1516,1517,2,자고 또 잤다 엉덩이만 아팠다,부정,부정,0
1517,1518,2,안자려고 몸부림을 쳐도 자게됐다는?마지막 5분만 보면되는데 그것도 캣맘만 공감할듯?,부정,부정,0
1518,1519,2,최악이다... 영화를보다.. 나온적은 처음이다,부정,부정,0
1519,1520,2,"하..정말 돈이 아까워요 솔직히 제가 어려서 이걸 모른다 라고 생각하지마세요 .,정말 계속 노래만 나오고 중간중간 말이 조금 들어가있지만 그래도 별생각없고 너무나 지루합니다.친구와 함께 보았는데 저희가 아무 생각도 ...",부정,부정,0
1520,1521,6,지루해요. 그래도 스토리가 없는정도는 아니였음. “이건 영화가 아니야 뮤지컬이야”라고 생각하면서 봤어요;; Memory부를때 감동 받았습니다..마지막에 고양이를 존중해달라는건 좀...ㅋ,부정,부정,0
1521,1522,2,크리스마스에 여자친구랑 숙면하고 왔어요^^,부정,부정,0
1522,1523,3,"뮤지컬로는 어떤지 모르나, 루즈하게 진행된 스토리와 등장인물 소개로 시간허비(이 등장 인물들의 비중도 작음), 뮤지컬이기에 가능한 분장인간(그냥 그래픽으로 장화신은 고양이 마냥 완전한 고양이었으면 더 좋았을 듯) 모...",부정,부정,0
1523,1524,6,좀 지루해요. 고양이들 캐릭터 소개하는데만 러닝타임의 반이 소요됩니다. ㅜㅜ,부정,부정,0
1524,1525,2,같이 본 사람과 눈으로 서로의  인내심의 한계를 주고 받았습니다.,부정,부정,0
1525,1526,4,제일마지막 고양이배려하달라는게 제일재밌고노래와춤은노잼지루했음 자기소개만해하품남,부정,부정,0
1526,1527,2,시작하고 40분동안 내느리잣네요잠안올때 보시면 좋을 영화,부정,부정,0
1527,1528,2,와 무슨 오리지널로 자막없이 볼때보다 더 잔거같아요 무슨 연출을 이리했지,긍정,부정,1
1528,1529,1,"클레멘타인, 엄복동을 뛰어넘는 주체할 수 없는 감동이 당신을 사로잡을 것입니다. 다보고나서 같이 간 가족들에게 정말 미안하다고 했습니다. 딸래미는 아주 곤히 잤고 도데체 끝까지 견딘 신랑과 아들이 존경스러워 보였습니...",부정,부정,0
1529,1530,1,뮤지컬이 하도 유명해서 봤는데 자다가 그냥 나왔어요.  근데 궁금한게 뮤지컬 내용이랑 다를거 같지 않은데 뮤지컬은 왜 유명한거예요?,부정,부정,0
1530,1531,1,보지마세요 스토리도 없고 감독이 뭘 내포하고 있는지 모르겠음,부정,부정,0
1531,1532,1,역대급 쓰레기 영화. 노래도 별로고 비주얼도 역겹고 내용이 없음ㅋㅋ중간에 사람들 계속 나가고..끝나고나서도 사람들 어이없어서 웅성웅성 ㅠ,부정,부정,0
1532,1533,2,스토리 설명 불친절함. 아니 그냥 없음. 감독이 마치 관객들한테 캣츠 알지? 설마 모르겠어? 이러는 듯한 느낌을 받음. 분장 CG는 개인적으로는 마음에 들어서 상관 없었음. 애초에 빅토리아가 진짜 예쁘다는 의견은 공...,부정,부정,0
1533,1534,2,지루하고요 친구랑 싸우고 집감여 바이바이,부정,부정,0
1534,1535,1,만원정도 주고 두시간 숙면했으니 가성비가 나쁘진 않네요.,부정,부정,0
1535,1536,3,"톰 후퍼 팬이에요. 킹스스피치부터 다 봤어요. 캣츠도 뮤지컬로 봤는데, 이 영화보다 남편 저 다 졸았어요. 처음부터 끝까지 고양이가 그냥 노래부르며 끝나요. 진짜 감독좋아하는데 좋아해서 더 마음 아파요. 차라리 보지...",부정,부정,0
1536,1537,2,캣츠는 내용 자체가 원래 인물 소개입니다. 하지만 영화 연출은 최악,부정,부정,0
1537,1538,2,한국의 괴작 성냥팔이와 엄복동에 가히 비견할만하다,부정,부정,0
1538,1539,2,뮤지컬을좋아하는데.올해최악의영화잘잤다관객의절반이상이잘잤다,부정,부정,0
1539,1540,2,제 인생에서 처음으로 평점을 달아봅니다.0점이 없네요.,부정,부정,0
1540,1541,2,노잼 영화보다가 잠들 뻔,부정,부정,0
1541,1542,2,캣츠뮤지컬 생각하고 기대했는데 내가 보자고간 친구한테 미안했다 고양이도 아니고 사람도 아닌 흉측한 모습과 뭔 내용인지 전혀 알수없는..메모리 하나만 기억에남음 리클라이너관이라 의자편해서 잤음,부정,부정,0
1542,1543,2,너무 지루했어요..ㅠㅠ비추합니다,부정,부정,0
1543,1544,1,휴 ;;; 당일날 봤다가 진짜 아오 ㅡㅡ,부정,부정,0
1545,1546,1,진짜...재미없다...내가 영화보다가 졸다가 뛰쳐나와보고 싶은건 처음이다...,부정,부정,0
1546,1547,1,스토리가 없으니까 뭔 감동도 의미도없고 그냥 노래 나열..심지어 고양이가 징그러운건 둘째치고 춤추는씬이 너무 자연스럽지가않고 버벅거려서 집중이안되요ㅠㅠㅠㅠ퍼포먼스도 노래도 뮤지컬영화 너무 좋아하는데 대실망,부정,부정,0
1547,1548,4,진심 뛰쳐나가고싶었음....,부정,부정,0
1548,1549,3,"뮤지컬 영화니까 노래 위주로 영화가 진행 될 것으로 예상하고 봤지만, 시작부터 끝까지 그냥 대사가 없고 노래로만 이어져요...ㅠ 그리고 고양이 이야기라 집중도도 떨어집니다. 연인끼리 보러가시면 서로 어깨에 기대어 음...",부정,부정,0
1549,1550,2,예전에 봤던 뮤지컬과 비슷한 감동을 기대하며 봤는데...ㅎ 노래 중복이 너무 많고 노잼이에요ㅜㅠ,부정,부정,0
1550,1551,1,그냥 유명한 사람들 때려박고 억지 감동 연출한 영화같음....,부정,부정,0
1551,1552,2,메모리 한곡듣자고 간건 아닌데 크리스마스라고 거금 35000원짜리 3명끊어 아들자고 나 졸고. 남편 한숨쉬며 본 영화.차리리 앉아서 봤으면 졸지는 않았을까?분장하나 볼만하네요,부정,부정,0
1552,1553,2,너무 재미 없어요. 보지 마세요ㅜㅜㅜ 돈이 아까워요...,부정,부정,0
1553,1554,4,정 보시려거든 다운받아서 봐도 무방할 정도로 극장에서 보는 메리트가없다...뮤지컬 영화인데 졸리는 연출.. 이해가 안됐는데 .. 그냥 다음 소개하고...흠흠..,부정,부정,0
1555,1556,3,재미없었어요 졸립기도하고 그냥그래요,부정,부정,0
1556,1557,2,보다 나왔다 개노잼 씹망영화임 ㄹㅇ,부정,부정,0
1557,1558,1,뒷사람 코골고잠...중간에 나가고 싶게 만드는 영화,부정,부정,0
1558,1559,1,진짜로 OOO 재밋음 꼭보셈,긍정,부정,1
1559,1560,1,7광구 급 돈아깝주연 고양이 소변참는연기 잘하더라,부정,부정,0
1560,1561,6,"영상미, 연기는 인생에 한번은 볼만한 영화임. 단점은, 결론이 잘알려져 긴장감은 떨어지고, 무대, 배우가, 관객과 호응하며 공감을 만들어야 하는데, 영화의 특성상 유리창 너머의 스토리로 전개, 감동을 끌어내기는 어려...",부정,부정,0
1562,1563,2,최악입니다 보다 잤어요,부정,부정,0
1563,1564,2,120분 영화 중에 대사가 5분..??115분은 계속 자기소개 노래만..영화 줄거리=노래로 자기소개하기 끝.,부정,부정,0
1564,1565,4,ost를 해치는 최악의 연출 캣츠 뮤지컬이나 고양이에 대한 이해도가 전혀 없고 각 캐릭터의 매력을 1도 살리지 못함 사람이 어설프게 고양이 분장하고 나와서 움직이는 느낌이라 징그럽고 거부감만 든다 뮤지컬 팬으로서 대...,부정,부정,0
1565,1566,2,크리스마스에 이딴걸 보게될줄이야...,부정,부정,0
1566,1567,5,남자칭구한테 자지말라구 해놓구 제가 옆에서 30분 잤다네요ㅎㅎ.. 중간에 나가고 싶은거 꾹꾹 참았어요 그래도 몇몇 노래는 좋더라구요ㅠ,부정,부정,0
1567,1568,2,도대체 뭘 얘기하는지 몰라서 고양이 영화봤는데 대사가 멍멍이소리로 들리네요,부정,부정,0
1568,1569,1,역대 영화관에서 두번째로 잔 영화... 저스티스리그 캣츠,긍정,부정,1
1569,1570,1,고양이는 개가 아니란걸 일깨워준 영화 ^^,부정,부정,0
1570,1571,2,수십 마리의 고양이들의 라떼는을 들을 수 있다.,긍정,부정,1
1571,1572,1,음악은 좋았지만 지루했습니다.,부정,부정,0
1572,1573,1,최악이예요ㅠㅠ보다가나왔어요크리스마스이브날 피곤해도 뭔가 해보자하고 영화 예매까지 해서 본건데!!!화가ㅠ,부정,부정,0
1573,1574,6,저들은 신나는데 난 안신나요,긍정,부정,1
1574,1575,1,난생 처음으로 영화보다 나왔네요 앞에사람들 줄줄이 나가길래 같이 나왔어요 잠 잘 못자시는분 가서 주무시면 좋을것 같아요,부정,부정,0
1575,1576,1,원맨쇼하는영화욕나온다,부정,부정,0
1576,1577,1,영화관에서 70명중 7명이 나가는 기적,부정,부정,0
1577,1578,4,죽기전에 한번은 꼭 봐야하는 캣츠 라는 뮤지컬하지만 뮤지컬로 접하다 영화 상영을 한다해서 기대하고 봤지만 아무래도 영상인지라 뮤지컬때의 웅장함과 소름돋는 감동은 얻기 힘든것 같다. 또한 영화로 만들어졌지만 노래로 모...,부정,부정,0
1578,1579,1,중간에 나온영화는 처음입니다 역대 최악 최악,부정,부정,0
1579,1580,1,여자친구랑 눈치싸움하다가 둘다 그냥 나옴최악의 영화,부정,부정,0
1580,1581,1,재미가 없어도 너무 없어요.영화 시간 내내 앉아 있기도 힘들 정도의 영화는처음 봤네요. ㅡ.ㅡ;;,부정,부정,0
1581,1582,1,들썩들썩한다. 나가고 싶어서.,긍정,부정,1
1582,1583,1,그냥최악 언제나가야할지모르는 눈치싸움,부정,부정,0
1583,1584,2,중간에 나가고싶은거 참다가 둘다 푹자고 나옴...  보고나와선 몸에 힘이 쫙빠짐... 돈아깝 시간아깝... 급피곤.. 이거보고 예민해져서 여친이랑 싸움 ㅋㅋ??ㅋ??ㅋ??ㅋ??,부정,부정,0
